instance,algorithm,seed,objv,lb
Medium_Flat_Strong_High_Moderate_Moderate_Early_VeryLate_123,MIP,3,685.0,230.0
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_123,MIP,6,665.0,268.0
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_999,MIP,3,553.0,211.0
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_999,MIP,8,664.0,217.0
Medium_Steep_Light_High_Moderate_Moderate_Early_VeryLate_123,MIP,9,597.0,206.0
Medium_Flat_Light_High_Moderate_Moderate_Early_VeryLate_123,MIP,7,617.0,203.0
Medium_Flat_Strong_High_Moderate_Moderate_Early_VeryLate_999,MIP,7,636.0,244.0
Medium_Flat_Strong_High_Moderate_Moderate_Early_VeryLate_999,MIP,8,593.0,231.0
Medium_Flat_Light_High_Moderate_Moderate_Early_VeryLate_123,MIP,1,618.0,206.0
Medium_Steep_Light_High_Moderate_Moderate_Early_VeryLate_999,MIP,3,686.0,167.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_999,MIP,7,729.0,162.0
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_999,MIP,4,638.0,218.0
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,MIP,1,565.0,216.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_999,MIP,9,691.0,167.0
Medium_Flat_Strong_High_Moderate_Moderate_Early_VeryLate_123,MIP,1,697.0,275.0
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_123,MIP,7,612.0,209.0
Medium_Flat_Light_High_Moderate_Moderate_Early_VeryLate_999,MIP,5,647.0,169.0
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,MIP,2,730.0,204.0
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_999,MIP,3,648.0,222.0
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_999,MIP,9,721.0,223.0
Medium_Flat_Light_High_Moderate_Moderate_Early_VeryLate_999,MIP,7,675.0,236.0
Medium_Moderate_Strong_High_Moderate_Moderate_Early_VeryLate_123,MIP,1,662.0,224.0
Medium_Flat_Light_High_Moderate_Moderate_Early_VeryLate_999,MIP,8,696.0,172.0
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_123,MIP,7,673.0,223.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,MIP,9,579.0,211.0
Medium_Moderate_Strong_High_Moderate_Moderate_Early_VeryLate_999,MIP,7,669.0,202.0
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_123,MIP,2,672.0,226.0
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,MIP,5,740.0,216.0
Medium_Flat_Strong_High_Moderate_Moderate_Early_VeryLate_999,MIP,6,710.0,285.0
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_999,MIP,10,553.0,200.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,MIP,8,732.0,212.0
Medium_Flat_Light_High_Moderate_Moderate_Early_VeryLate_999,MIP,1,662.0,177.0
Medium_Flat_Strong_High_Moderate_Moderate_Early_VeryLate_999,MIP,2,667.0,286.0
Medium_Flat_Strong_High_Moderate_Moderate_Early_VeryLate_123,MIP,4,662.0,274.0
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_999,MIP,2,561.0,185.0
Medium_Flat_Light_High_Moderate_Moderate_Early_VeryLate_123,MIP,5,586.0,271.0
Medium_Steep_Strong_High_Moderate_Moderate_Early_VeryLate_123,MIP,9,547.0,250.0
Medium_Steep_Light_High_Moderate_Moderate_Early_VeryLate_123,MIP,2,731.0,210.0
Medium_Steep_Light_High_Moderate_Moderate_Early_VeryLate_123,MIP,8,708.0,210.0
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_999,MIP,2,556.0,197.0
Medium_Moderate_Strong_High_Moderate_Moderate_Early_VeryLate_123,MIP,4,635.0,226.0
Medium_Moderate_Strong_High_Moderate_Moderate_Early_VeryLate_123,MIP,3,661.0,217.0
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_999,MIP,8,596.0,189.0
Medium_Steep_Light_High_Moderate_Moderate_Early_VeryLate_123,MIP,5,702.0,258.0
Medium_Steep_Light_High_Moderate_Moderate_Early_VeryLate_999,MIP,6,656.0,234.0
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_123,MIP,8,672.0,221.0
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,MIP,4,761.0,202.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_999,MIP,6,679.0,163.0
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_999,MIP,7,650.0,193.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,MIP,7,714.0,219.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_123,MIP,3,717.0,217.0
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_123,MIP,5,597.0,226.0
Medium_Steep_Light_High_Moderate_Moderate_Early_VeryLate_123,MIP,4,712.0,261.0
Medium_Flat_Light_High_Moderate_Moderate_Early_VeryLate_999,MIP,6,588.0,171.0
Medium_Steep_Light_High_Moderate_Moderate_Early_VeryLate_123,MIP,3,706.0,261.0
Medium_Steep_Light_High_Moderate_Moderate_Early_VeryLate_999,MIP,5,652.0,164.0
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_123,MIP,6,614.0,212.0
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_999,MIP,2,586.0,224.0
Medium_Steep_Light_High_Moderate_Moderate_Early_VeryLate_999,MIP,7,689.0,161.0
Medium_Flat_Light_High_Moderate_Moderate_Early_VeryLate_999,MIP,9,586.0,169.0
Medium_Flat_Light_High_Moderate_Moderate_Early_VeryLate_999,MIP,3,650.0,177.0
Medium_Flat_Strong_High_Moderate_Moderate_Early_VeryLate_999,MIP,1,707.0,283.0
Medium_Steep_Light_High_Moderate_Moderate_Early_VeryLate_123,MIP,6,728.0,208.0
Medium_Moderate_Strong_High_Moderate_Moderate_Early_VeryLate_999,MIP,4,627.0,196.0
Medium_Moderate_Strong_High_Moderate_Moderate_Early_VeryLate_999,MIP,2,616.0,208.0
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_123,MIP,8,690.0,218.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_999,MIP,10,692.0,167.0
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_123,MIP,8,730.0,252.0
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_333,MIP,1,683.0,294.0
Medium_Steep_Strong_High_Moderate_Moderate_Early_VeryLate_333,MIP,2,711.0,298.0
Medium_Steep_Light_High_Moderate_Moderate_Early_VeryLate_555,MIP,3,754.0,187.0
Medium_Flat_Strong_High_Moderate_Moderate_Early_VeryLate_555,MIP,2,738.0,229.0
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_555,MIP,4,802.0,277.0
Medium_Steep_Strong_High_Moderate_Moderate_Early_VeryLate_555,MIP,3,799.0,220.0
Medium_Steep_Strong_High_Moderate_Moderate_Early_VeryLate_777,MIP,5,761.0,205.0
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_777,MIP,1,756.0,213.0
Medium_Steep_Light_High_Moderate_Moderate_Early_VeryLate_777,MIP,1,783.0,231.0
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_333,MIP,1,712.0,221.0
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_555,MIP,1,674.0,225.0
Medium_Steep_Strong_High_Moderate_Moderate_Early_VeryLate_333,MIP,1,754.0,302.0
Medium_Moderate_Strong_High_Moderate_Moderate_Early_VeryLate_333,MIP,4,728.0,298.0
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_777,MIP,4,774.0,206.0
Medium_Steep_Light_High_Moderate_Moderate_Early_VeryLate_555,MIP,2,797.0,217.0
Medium_Steep_Light_High_Moderate_Moderate_Early_VeryLate_555,MIP,1,760.0,186.0
Medium_Steep_Light_High_Moderate_Moderate_Early_VeryLate_777,MIP,5,729.0,226.0
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_555,MIP,2,763.0,223.0
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_555,MIP,1,827.0,197.0
Medium_Steep_Light_High_Moderate_Moderate_Early_VeryLate_333,MIP,1,685.0,205.0
Medium_Flat_Strong_High_Moderate_Moderate_Early_VeryLate_333,MIP,1,711.0,275.0
Medium_Steep_Strong_High_Moderate_Moderate_Early_VeryLate_333,MIP,3,727.0,315.0
Medium_Flat_Light_High_Moderate_Moderate_Early_VeryLate_777,MIP,3,787.0,164.0
Medium_Flat_Strong_High_Moderate_Moderate_Early_VeryLate_555,MIP,1,815.0,217.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_777,MIP,1,755.0,232.0
Medium_Flat_Light_High_Moderate_Moderate_Early_VeryLate_777,MIP,2,749.0,164.0
Medium_Flat_Light_High_Moderate_Moderate_Early_VeryLate_555,MIP,1,754.0,183.0
Medium_Steep_Strong_High_Moderate_Moderate_Early_VeryLate_777,MIP,3,599.0,269.0
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_555,MIP,2,746.0,204.0
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_777,MIP,4,794.0,246.0
Medium_Flat_Strong_High_Moderate_Moderate_Early_VeryLate_777,MIP,4,792.0,260.0
Medium_Moderate_Strong_High_Moderate_Moderate_Early_VeryLate_777,MIP,5,769.0,206.0
Medium_Flat_Light_High_Moderate_Moderate_Early_VeryLate_333,MIP,3,776.0,270.0
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_333,MIP,1,733.0,289.0
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_555,MIP,5,815.0,268.0
Medium_Moderate_Strong_High_Moderate_Moderate_Early_VeryLate_333,MIP,2,694.0,257.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_777,MIP,2,801.0,227.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_333,MIP,2,739.0,211.0
Medium_Flat_Light_High_Moderate_Moderate_Early_VeryLate_333,MIP,2,699.0,246.0
Medium_Steep_Light_High_Moderate_Moderate_Early_VeryLate_333,MIP,3,685.0,210.0
Medium_Steep_Strong_High_Moderate_Moderate_Early_VeryLate_333,MIP,4,690.0,309.0
Medium_Moderate_Strong_High_Moderate_Moderate_Early_VeryLate_555,MIP,1,775.0,222.0
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_333,MIP,3,674.0,292.0
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_555,MIP,5,777.0,226.0
Medium_Flat_Light_High_Moderate_Moderate_Early_VeryLate_777,MIP,5,790.0,230.0
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_777,MIP,5,740.0,219.0
Medium_Steep_Strong_High_Moderate_Moderate_Early_VeryLate_777,MIP,1,654.0,204.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_777,MIP,3,819.0,232.0
Medium_Steep_Light_High_Moderate_Moderate_Early_VeryLate_333,MIP,2,693.0,275.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_555,MIP,2,779.0,188.0
Medium_Flat_Light_High_Moderate_Moderate_Early_VeryLate_555,MIP,5,811.0,187.0
Medium_Flat_Strong_High_Moderate_Moderate_Early_VeryLate_333,MIP,4,709.0,246.0
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_333,MIP,4,670.0,259.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_333,MIP,3,759.0,217.0
Medium_Flat_Light_High_Moderate_Moderate_Early_VeryLate_333,MIP,1,770.0,315.0
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_333,MIP,5,687.0,276.0
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_777,MIP,1,737.0,200.0
Medium_Moderate_Strong_High_Moderate_Moderate_Early_VeryLate_777,MIP,1,746.0,213.0
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_555,MIP,5,847.0,208.0
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_555,MIP,3,781.0,253.0
Medium_Moderate_Strong_High_Moderate_Moderate_Early_VeryLate_777,MIP,3,802.0,254.0
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_777,MIP,3,752.0,191.0
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_333,MIP,4,744.0,262.0
Medium_Flat_Light_High_Moderate_Moderate_Early_VeryLate_555,MIP,4,747.0,179.0
Medium_Moderate_Strong_High_Moderate_Moderate_Early_VeryLate_555,MIP,4,797.0,260.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_555,MIP,4,798.0,190.0
Medium_Moderate_Strong_High_Moderate_Moderate_Early_VeryLate_777,MIP,2,808.0,218.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_333,MIP,4,787.0,219.0
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_333,MIP,4,756.0,217.0
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_333,MIP,2,758.0,324.0
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_333,MIP,2,716.0,291.0
Medium_Steep_Light_High_Moderate_Moderate_Early_VeryLate_555,MIP,5,805.0,184.0
Medium_Flat_Strong_High_Moderate_Moderate_Early_VeryLate_777,MIP,1,794.0,261.0
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_333,MIP,2,776.0,217.0
Medium_Steep_Light_High_Moderate_Moderate_Early_VeryLate_333,MIP,5,723.0,195.0
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_777,MIP,1,789.0,250.0
Medium_Moderate_Strong_High_Moderate_Moderate_Early_VeryLate_333,MIP,1,730.0,291.0
Medium_Flat_Light_High_Moderate_Moderate_Early_VeryLate_777,MIP,4,776.0,239.0
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_555,MIP,4,619.0,198.0
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_555,MIP,3,773.0,228.0
Medium_Flat_Strong_High_Moderate_Moderate_Early_VeryLate_333,MIP,5,752.0,272.0
Medium_Steep_Strong_High_Moderate_Moderate_Early_VeryLate_555,MIP,5,822.0,257.0
Medium_Steep_Light_High_Moderate_Moderate_Early_VeryLate_777,MIP,3,743.0,228.0
Medium_Moderate_Strong_High_Moderate_Moderate_Early_VeryLate_333,MIP,3,736.0,267.0
Medium_Flat_Light_High_Moderate_Moderate_Early_VeryLate_777,MIP,1,792.0,238.0
Medium_Flat_Light_High_Moderate_Moderate_Early_VeryLate_333,MIP,4,728.0,313.0
Medium_Flat_Strong_High_Moderate_Moderate_Early_VeryLate_555,MIP,5,795.0,267.0
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_555,MIP,2,777.0,213.0
Medium_Moderate_Strong_High_Moderate_Moderate_Early_VeryLate_777,MIP,4,741.0,231.0
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_333,MIP,3,783.0,286.0
Medium_Moderate_Strong_High_Moderate_Moderate_Early_VeryLate_555,MIP,2,790.0,215.0
Medium_Steep_Strong_High_Moderate_Moderate_Early_VeryLate_777,MIP,2,785.0,205.0
Medium_Flat_Strong_High_Moderate_Moderate_Early_VeryLate_777,MIP,5,788.0,256.0
Medium_Steep_Strong_High_Moderate_Moderate_Early_VeryLate_555,MIP,2,822.0,209.0
Medium_Steep_Strong_High_Moderate_Moderate_Early_VeryLate_555,MIP,1,831.0,205.0
Medium_Steep_Light_High_Moderate_Moderate_Early_VeryLate_555,MIP,4,583.0,183.0
Medium_Steep_Light_High_Moderate_Moderate_Early_VeryLate_777,MIP,2,796.0,229.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_555,MIP,5,756.0,227.0
Medium_Steep_Light_High_Moderate_Moderate_Early_VeryLate_333,MIP,4,717.0,212.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_555,MIP,3,785.0,175.0
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_333,MIP,5,780.0,279.0
Medium_Flat_Strong_High_Moderate_Moderate_Early_VeryLate_333,MIP,3,660.0,275.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_777,MIP,4,800.0,318.0
Medium_Moderate_Strong_High_Moderate_Moderate_Early_VeryLate_333,MIP,5,714.0,272.0
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_777,MIP,2,811.0,203.0
Medium_Steep_Strong_High_Moderate_Moderate_Early_VeryLate_333,MIP,5,755.0,309.0
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_777,MIP,4,810.0,268.0
Medium_Moderate_Strong_High_Moderate_Moderate_Early_VeryLate_555,MIP,3,795.0,214.0
Medium_Flat_Strong_High_Moderate_Moderate_Early_VeryLate_555,MIP,3,791.0,222.0
Medium_Moderate_Strong_High_Moderate_Moderate_Early_VeryLate_555,MIP,5,800.0,216.0
Medium_Steep_Strong_High_Moderate_Moderate_Early_VeryLate_555,MIP,4,550.0,208.0
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_777,MIP,3,768.0,181.0
Medium_Flat_Strong_High_Moderate_Moderate_Early_VeryLate_555,MIP,4,796.0,216.0
Medium_Steep_Light_High_Moderate_Moderate_Early_VeryLate_777,MIP,4,737.0,239.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_333,MIP,1,779.0,214.0
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_555,MIP,3,782.0,268.0
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_333,MIP,5,719.0,224.0
Medium_Flat_Strong_High_Moderate_Moderate_Early_VeryLate_333,MIP,2,685.0,289.0
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_777,MIP,5,748.0,191.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_777,MIP,5,800.0,233.0
Medium_Flat_Light_High_Moderate_Moderate_Early_VeryLate_333,MIP,5,787.0,307.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_333,MIP,5,769.0,208.0
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_555,MIP,1,433.0,264.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_555,MIP,1,734.0,189.0
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_777,MIP,2,711.0,212.0
Medium_Flat_Light_High_Moderate_Moderate_Early_VeryLate_555,MIP,3,737.0,186.0
Medium_Flat_Strong_High_Moderate_Moderate_Early_VeryLate_777,MIP,2,802.0,254.0
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_555,MIP,4,796.0,272.0
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_333,MIP,3,763.0,219.0
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_777,MIP,3,810.0,197.0
Medium_Flat_Strong_High_Moderate_Moderate_Early_VeryLate_777,MIP,3,709.0,257.0
Medium_Steep_Strong_High_Moderate_Moderate_Early_VeryLate_777,MIP,4,781.0,270.0
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_777,MIP,5,815.0,251.0
Medium_Flat_Light_High_Moderate_Moderate_Early_VeryLate_555,MIP,2,747.0,181.0
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_777,MIP,2,784.0,179.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_555,MIP,8,801.0,177.0
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_333,MIP,9,761.0,304.0
Medium_Moderate_Strong_High_Moderate_Moderate_Early_VeryLate_333,MIP,8,712.0,248.0
Medium_Flat_Light_High_Moderate_Moderate_Early_VeryLate_777,MIP,8,768.0,166.0
Medium_Flat_Light_High_Moderate_Moderate_Early_VeryLate_555,MIP,7,817.0,182.0
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_333,MIP,8,813.0,321.0
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_777,MIP,10,800.0,266.0
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_777,MIP,8,766.0,267.0
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_777,MIP,9,751.0,272.0
Medium_Flat_Light_High_Moderate_Moderate_Early_VeryLate_333,MIP,6,740.0,258.0
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_333,MIP,9,728.0,294.0
Medium_Steep_Strong_High_Moderate_Moderate_Early_VeryLate_333,MIP,7,690.0,293.0
Medium_Flat_Light_High_Moderate_Moderate_Early_VeryLate_777,MIP,6,810.0,168.0
Medium_Steep_Strong_High_Moderate_Moderate_Early_VeryLate_333,MIP,10,739.0,286.0
Medium_Steep_Strong_High_Moderate_Moderate_Early_VeryLate_777,MIP,10,592.0,266.0
Medium_Moderate_Strong_High_Moderate_Moderate_Early_VeryLate_555,MIP,9,792.0,265.0
Medium_Flat_Light_High_Moderate_Moderate_Early_VeryLate_555,MIP,10,757.0,179.0
Medium_Moderate_Strong_High_Moderate_Moderate_Early_VeryLate_777,MIP,6,772.0,207.0
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_777,MIP,8,801.0,187.0
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_777,MIP,9,801.0,180.0
Medium_Flat_Strong_High_Moderate_Moderate_Early_VeryLate_333,MIP,8,679.0,249.0
Medium_Flat_Light_High_Moderate_Moderate_Early_VeryLate_555,MIP,8,757.0,181.0
Medium_Steep_Strong_High_Moderate_Moderate_Early_VeryLate_333,MIP,9,738.0,309.0
Medium_Steep_Strong_High_Moderate_Moderate_Early_VeryLate_777,MIP,7,737.0,210.0
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_555,MIP,9,771.0,199.0
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_777,MIP,7,746.0,218.0
Medium_Moderate_Strong_High_Moderate_Moderate_Early_VeryLate_555,MIP,8,788.0,268.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_777,MIP,6,793.0,328.0
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_777,MIP,8,792.0,228.0
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_555,MIP,9,439.0,267.0
Medium_Moderate_Strong_High_Moderate_Moderate_Early_VeryLate_777,MIP,7,772.0,213.0
Medium_Flat_Light_High_Moderate_Moderate_Early_VeryLate_777,MIP,7,810.0,232.0
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_333,MIP,6,770.0,218.0
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_777,MIP,9,755.0,256.0
Medium_Flat_Light_High_Moderate_Moderate_Early_VeryLate_333,MIP,7,735.0,252.0
Medium_Flat_Strong_High_Moderate_Moderate_Early_VeryLate_777,MIP,9,720.0,259.0
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_555,MIP,6,811.0,270.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_777,MIP,7,767.0,303.0
Medium_Steep_Light_High_Moderate_Moderate_Early_VeryLate_555,MIP,7,789.0,179.0
Medium_Moderate_Strong_High_Moderate_Moderate_Early_VeryLate_777,MIP,10,756.0,200.0
Medium_Flat_Light_High_Moderate_Moderate_Early_VeryLate_333,MIP,8,794.0,256.0
Medium_Steep_Light_High_Moderate_Moderate_Early_VeryLate_333,MIP,6,727.0,213.0
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_777,MIP,10,818.0,189.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_333,MIP,7,748.0,216.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_777,MIP,9,791.0,237.0
Medium_Flat_Strong_High_Moderate_Moderate_Early_VeryLate_555,MIP,9,721.0,258.0
Medium_Flat_Strong_High_Moderate_Moderate_Early_VeryLate_777,MIP,8,730.0,258.0
Medium_Steep_Light_High_Moderate_Moderate_Early_VeryLate_333,MIP,10,685.0,219.0
Medium_Steep_Light_High_Moderate_Moderate_Early_VeryLate_777,MIP,9,771.0,240.0
Medium_Steep_Light_High_Moderate_Moderate_Early_VeryLate_777,MIP,6,793.0,237.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_555,MIP,10,759.0,172.0
Medium_Flat_Strong_High_Moderate_Moderate_Early_VeryLate_333,MIP,10,715.0,242.0
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_555,MIP,10,819.0,274.0
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_555,MIP,7,770.0,294.0
Medium_Flat_Strong_High_Moderate_Moderate_Early_VeryLate_555,MIP,7,768.0,222.0
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_555,MIP,8,783.0,200.0
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_555,MIP,6,761.0,234.0
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_777,MIP,6,758.0,190.0
Medium_Moderate_Moderate_High_Moderate_Moderate_Early_VeryLate_555,MIP,7,784.0,200.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_333,MIP,9,767.0,206.0
Medium_Steep_Strong_High_Moderate_Moderate_Early_VeryLate_555,MIP,10,808.0,258.0
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_333,MIP,10,756.0,228.0
Medium_Flat_Strong_High_Moderate_Moderate_Early_VeryLate_777,MIP,10,792.0,254.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_333,MIP,8,715.0,213.0
Medium_Flat_Light_High_Moderate_Moderate_Early_VeryLate_777,MIP,10,783.0,230.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_555,MIP,7,780.0,177.0
Medium_Flat_Strong_High_Moderate_Moderate_Early_VeryLate_555,MIP,10,772.0,224.0
Medium_Steep_Light_High_Moderate_Moderate_Early_VeryLate_333,MIP,8,717.0,207.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_555,MIP,6,788.0,228.0
Medium_Moderate_Strong_High_Moderate_Moderate_Early_VeryLate_777,MIP,8,767.0,254.0
Medium_Flat_Light_High_Moderate_Moderate_Early_VeryLate_555,MIP,9,733.0,185.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_777,MIP,8,733.0,309.0
Medium_Steep_Light_High_Moderate_Moderate_Early_VeryLate_555,MIP,9,759.0,176.0
Medium_Moderate_Strong_High_Moderate_Moderate_Early_VeryLate_555,MIP,7,719.0,222.0
Medium_Steep_Light_High_Moderate_Moderate_Early_VeryLate_333,MIP,7,742.0,200.0
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_555,MIP,9,793.0,226.0
Medium_Steep_Moderate_High_Moderate_Moderate_Early_VeryLate_333,MIP,7,735.0,217.0
Medium_Flat_Moderate_High_Moderate_Moderate_Early_VeryLate_555,MIP,8,724.0,225.0
Medium_Steep_Light_High_Moderate_Moderate_Early_VeryLate_333,MIP,9,755.0,208.0
Medium_Moderate_Light_High_Moderate_Moderate_Early_VeryLate_555,MIP,9,684.0,179.0
